"player","goals","shots","assists","keyPasses","yellowCard","redCard","ligue","position","games","position_general"
"Alfie Mawson",6,44,1,11,6,0,"Premier League","DC",80,"Defensor Central"
"Alfon",0,1,0,1,0,0,"La Liga","Sub",2,"Suplente"
"Alfons Amade",0,1,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Alfonso",8,118,10,93,20,0,"La Liga","DL",121,"Defensor Lateral"
"Alfonso Espino",0,8,3,15,5,0,"La Liga","DL",32,"Defensor Lateral"
"Alfred Duncan",9,185,21,199,30,1,"Serie A","MC",181,"Centrocampista"
"Alfred Finnbogason",37,192,9,115,12,1,"Bundesliga","FW",130,"Delantero"
"Alfred Gomis",0,0,0,1,1,0,"Serie A","GK",92,"Portero"
"Alfred N&#039;Diaye",3,36,1,11,14,0,"La Liga","MC",58,"Centrocampista"
"Alfredo Donnarumma",7,42,2,14,1,0,"Serie A","FW",31,"Delantero"
"Alfredo Morales",4,94,5,39,23,1,"Bundesliga","MC",101,"Centrocampista"
"Alfredo Ortuño",0,4,1,1,0,0,"La Liga","Sub",5,"Suplente"
"Alharbi El Jadeyaoui",3,20,0,19,5,0,"Ligue 1","Sub",25,"Suplente"
"Alhassan Wakaso",0,12,0,3,2,0,"Ligue 1","DMC",13,"Centrocampista Defensivo"
"Ali Adnan",1,44,3,55,12,0,"Serie A","DML",68,"Centrocampista Defensivo"
"Ali Ahamada",0,0,0,0,0,0,"Ligue 1","GK",29,"Portero"
"Alin Tosca",0,8,0,4,3,0,"La Liga","DC",36,"Defensor Central"
"Alioune Fall",0,1,0,3,2,0,"Ligue 1","Sub",8,"Suplente"
"Alireza Jahanbakhsh",2,51,1,19,5,0,"Premier League","Sub",50,"Suplente"
"Alisson",1,1,1,2,3,1,"Premier League","GK",137,"Portero"
"Aljaz Struna",1,7,0,7,10,1,"Serie A","DR",22,"Defensor Lateral"
"Alkhaly Momo Cissé",0,0,0,1,1,0,"Bundesliga","Sub",5,"Suplente"
"Allan",12,151,25,209,41,0,"Serie A","MC",236,"Centrocampista"
"Allan McGregor",0,0,0,0,0,0,"Premier League","GK",26,"Portero"
"Allan Saint-Maximin",19,276,22,227,5,1,"Ligue 1","Sub",174,"Suplente"
"Allan Tchaptchet",0,0,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Almamy Touré",7,60,17,80,10,0,"Ligue 1","DR",97,"Defensor Lateral"
"Almen Abdi",2,38,0,32,4,0,"Premier League","MR",32,"Centrocampista"
"Almog Cohen",7,73,3,12,4,0,"Bundesliga","MC",51,"Centrocampista"
"Alois Confais",0,6,1,6,4,0,"Ligue 1","Sub",30,"Suplente"
"Alou Diarra",2,4,0,7,7,0,"Ligue 1","MC",18,"Centrocampista"
"Alphonse Areola",0,0,0,1,6,0,"Ligue 1","GK",180,"Portero"
"Alphonso Davies",5,18,7,56,5,2,"Bundesliga","DL",58,"Defensor Lateral"
"Aly Abeid",0,0,0,1,0,0,"La Liga","DL",1,"Defensor Lateral"
"Aly Cissokho",0,13,0,17,4,1,"Premier League","DL",43,"Defensor Lateral"
"Aly Mallé",0,6,0,3,2,0,"La Liga","Sub",11,"Suplente"
"Aly Ndom",0,7,0,5,2,0,"Ligue 1","Sub",20,"Suplente"
"Amad Diallo Traore",1,3,1,4,1,0,"Serie A","Sub",7,"Suplente"
"Amadou Diambo",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Amadou Diawara",3,58,3,59,21,3,"Serie A","MC",123,"Centrocampista"
"Amadou Haidara",4,73,2,51,6,0,"Bundesliga","Sub",59,"Suplente"
"Amadou Traoré",0,3,1,6,0,0,"Ligue 1","Sub",19,"Suplente"
"Amath Diedhiou",4,57,5,33,13,0,"La Liga","ML",59,"Centrocampista"
"Amato Ciciretti",2,36,1,18,0,0,"Serie A","Sub",18,"Suplente"
"Amauri",1,31,0,15,4,0,"Serie A","Sub",22,"Suplente"
"Ambroise Oyongo",3,24,1,41,9,0,"Ligue 1","ML",63,"Centrocampista"
"Amer Gojak",1,8,1,7,1,0,"Serie A","Sub",15,"Suplente"
"Amin Younes",7,53,5,37,7,0,"Bundesliga","Sub",47,"Suplente"
"Amine Adli",0,0,0,2,1,0,"Ligue 1","Sub",4,"Suplente"
"Amine Bassi",0,1,0,1,0,0,"Ligue 1","AMC",1,"Centrocampista Ofensivo"
"Amine Chermiti",0,6,0,1,0,0,"Ligue 1","Sub",9,"Suplente"
"Amine Gouiri",12,83,7,54,5,0,"Ligue 1","FW",42,"Delantero"
"Amine Harit",13,119,15,188,15,1,"Bundesliga","MC",132,"Centrocampista"
"Amir Abrashi",1,25,0,16,13,0,"Bundesliga","MC",60,"Centrocampista"
"Amir Rrahmani",1,48,1,15,7,0,"Serie A","DC",52,"Defensor Central"
"Amos Pieper",1,15,1,7,6,0,"Bundesliga","DC",30,"Defensor Central"
"Amos Youga",0,15,1,13,4,1,"Ligue 1","MC",18,"Centrocampista"
"Anaitz Arbilla",5,117,7,59,42,2,"La Liga","DC",169,"Defensor Central"
"Anas Ouahim",0,1,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Anastasios Donis",12,103,5,30,7,1,"Bundesliga","Sub",78,"Suplente"
"Ander Barrenetxea",5,43,0,31,8,0,"La Liga","Sub",57,"Suplente"
"Ander Capa",10,101,15,137,54,1,"La Liga","DR",222,"Defensor Lateral"
"Ander Gayoso",0,0,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Ander Guevara",1,15,1,22,9,0,"La Liga","DMC",46,"Centrocampista Defensivo"
"Ander Herrera",14,159,21,142,30,1,"Premier League","MC",171,"Centrocampista"
"Anders Christiansen",0,4,0,0,0,0,"Serie A","MC",4,"Centrocampista"
"Anders Konradsen",2,15,0,1,2,0,"Ligue 1","Sub",19,"Suplente"
"Anderson",0,6,1,5,5,0,"Bundesliga","DC",23,"Defensor Central"
"Anderson-Lenda Lucoqui",0,8,0,6,5,0,"Bundesliga","DL",21,"Defensor Lateral"
"Andersson Ordóñez",0,0,0,0,0,0,"Bundesliga","DC",4,"Defensor Central"
"Andi Lila",2,10,0,3,5,0,"Serie A","MC",13,"Centrocampista"
"Andi Zeqiri",0,7,0,1,0,0,"Premier League","Sub",9,"Suplente"
"Andoni Gorosabel",0,12,1,32,5,0,"La Liga","DR",55,"Defensor Lateral"
"Andoni Iraola",1,13,1,23,5,0,"La Liga","DR",22,"Defensor Lateral"
"Andoni López",0,1,0,0,0,0,"La Liga","DL",1,"Defensor Lateral"
"Andre Biyogo Poko",0,31,1,26,12,3,"Ligue 1","MC",41,"Centrocampista"
"Andre Gray",23,135,7,60,6,0,"Premier League","FW",115,"Delantero"
"Andre Green",0,1,0,2,0,0,"Premier League","Sub",2,"Suplente"
"Andre Hoffmann",2,24,1,5,13,0,"Bundesliga","DC",50,"Defensor Central"
"Andre Wisdom",0,5,1,13,2,0,"Premier League","DR",34,"Defensor Lateral"
"Andrea Adorante",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Andrea Barberis",2,42,4,53,4,0,"Serie A","MC",64,"Centrocampista"
"Andrea Barzagli",1,7,1,17,8,0,"Serie A","DC",96,"Defensor Central"
"Andrea Beghetto",0,24,3,57,3,0,"Serie A","DML",30,"Centrocampista Defensivo"
"Andrea Belotti",97,663,29,252,27,0,"Serie A","FW",248,"Delantero"
"Andrea Bertolacci",9,109,10,111,29,1,"Serie A","MC",121,"Centrocampista"
"Andrea Carboni",0,6,1,4,5,2,"Serie A","DC",22,"Defensor Central"
"Andrea Cistana",1,6,0,3,7,1,"Serie A","DC",21,"Defensor Central"
"Andrea Coda",0,3,0,3,8,1,"Serie A","DC",19,"Defensor Central"
"Andrea Consigli",0,0,0,6,12,3,"Serie A","GK",250,"Portero"
"Andrea Conti",10,47,10,59,27,1,"Serie A","DR",98,"Defensor Lateral"
"Andrea Cossu",2,35,3,43,4,1,"Serie A","Sub",33,"Suplente"
"Andrea Costa",4,34,1,6,19,0,"Serie A","DC",88,"Defensor Central"
"Andrea Danzi",0,1,0,2,2,0,"Serie A","MC",8,"Centrocampista"
"Andrea Favilli",2,32,2,12,5,0,"Serie A","Sub",38,"Suplente"
"Andrea Fulignati",0,0,0,0,0,0,"Serie A","GK",9,"Portero"
"Andrea Ghezzi",0,2,0,0,0,0,"Serie A","Sub",5,"Suplente"
"Andrea Ghion",0,1,0,3,0,0,"Serie A","Sub",3,"Suplente"
"Andrea La Mantia",2,21,0,7,1,0,"Serie A","Sub",12,"Suplente"
"Andrea Lazzari",1,12,0,21,1,0,"Serie A","Sub",11,"Suplente"
"Andrea Masiello",7,59,5,56,40,0,"Serie A","DC",185,"Defensor Central"
"Andrea Nalini",2,33,5,34,4,0,"Serie A","Sub",40,"Suplente"
"Andrea Papetti",1,2,0,1,5,0,"Serie A","DC",11,"Defensor Central"
"Andrea Petagna",41,335,17,173,21,0,"Serie A","FW",161,"Delantero"
"Andrea Pinamonti",11,119,4,34,3,0,"Serie A","FW",70,"Delantero"
"Andrea Pirlo",4,25,5,44,0,0,"Serie A","MC",20,"Centrocampista"
"Andrea Poli",10,102,4,86,26,1,"Serie A","MC",172,"Centrocampista"
"Andrea Raggi",3,25,2,19,17,1,"Ligue 1","DC",98,"Defensor Central"
"Andrea Ranocchia",6,65,3,19,28,1,"Serie A","DC",108,"Defensor Central"
"Andrea Rispoli",6,78,9,107,23,0,"Serie A","Sub",130,"Suplente"
"Andrea Seculin",0,0,0,0,0,0,"Serie A","GK",9,"Portero"
"Andrea Tabanelli",1,21,1,7,4,0,"Serie A","MC",20,"Centrocampista"
"Andreas Beck",1,36,4,57,13,0,"Bundesliga","DR",80,"Defensor Lateral"
"Andreas Christensen",5,50,1,21,10,1,"Premier League","DC",136,"Defensor Central"
"Andreas Cornelius",19,130,9,76,9,0,"Serie A","FW",98,"Delantero"
"Andreas Ivanschitz",1,31,3,30,3,0,"La Liga","ML",20,"Centrocampista"
"Andreas Luthe",0,0,0,2,1,0,"Bundesliga","GK",60,"Portero"
"Andreas Pereira",9,148,12,128,30,2,"La Liga","Sub",129,"Suplente"
"Andreas Skov Olsen",3,50,2,27,3,0,"Serie A","Sub",52,"Suplente"
"Andreas Voglsammer",2,32,2,12,1,0,"Bundesliga","Sub",18,"Suplente"
"Andreas Weimann",3,33,2,20,5,0,"Premier League","Sub",31,"Suplente"
"Andrei Girotto",5,101,2,32,19,5,"Ligue 1","DC",104,"Defensor Central"
"Andrej Galabinov",6,41,2,15,2,0,"Serie A","FW",32,"Delantero"
"Andrej Kotnik",0,2,0,0,0,0,"Serie A","Sub",2,"Suplente"
"Andrej Kramaric",84,497,27,220,9,1,"Bundesliga","FW",175,"Delantero"
"Andrew Eleftheriou",0,0,0,1,0,0,"Premier League","Sub",1,"Suplente"
"Andrew Gravillon",1,14,2,8,3,1,"Ligue 1","DC",28,"Defensor Central"
"Andrew Hjulsager",1,12,3,12,1,0,"La Liga","Sub",24,"Suplente"
"Andrew Robertson",5,86,39,234,22,0,"Premier League","DL",189,"Defensor Lateral"
"Andrew Surman",2,52,9,81,10,1,"Premier League","MC",108,"Centrocampista"
"Andri Fannar Baldursson",0,4,0,2,2,0,"Serie A","Sub",15,"Suplente"
"Andrija Balic",1,21,1,15,3,0,"Serie A","Sub",29,"Suplente"
"Andriy Lunin",0,0,0,0,0,0,"La Liga","GK",5,"Portero"
"Andriy Yarmolenko",10,73,4,57,7,0,"Premier League","Sub",65,"Suplente"
"Andros Townsend",19,274,25,272,10,0,"Premier League","MR",201,"Centrocampista"
"André Anderson",0,5,0,2,0,0,"Serie A","Sub",6,"Suplente"
"André Ayew",30,178,12,76,17,0,"Premier League","FW",117,"Delantero"
"André Carrillo",1,23,2,20,2,0,"Premier League","Sub",28,"Suplente"
"André Gomes",11,146,8,99,38,1,"La Liga","MC",183,"Centrocampista"
"André Hahn",30,235,11,97,22,1,"Bundesliga","Sub",163,"Suplente"
"André Ramalho",0,21,0,5,9,0,"Bundesliga","Sub",40,"Suplente"
"André Schürrle",22,242,11,87,13,0,"Bundesliga","Sub",114,"Suplente"
"André Silva",51,267,8,107,7,0,"Bundesliga","FW",109,"Delantero"
"André-Pierre Gignac",21,124,2,22,3,0,"Ligue 1","FW",38,"Delantero"
"Andrés Fernández",0,0,1,4,11,1,"La Liga","GK",81,"Portero"
"Andrés Guardado",3,82,15,110,27,0,"La Liga","MC",112,"Centrocampista"
"Andrés Iniesta",2,81,8,94,8,0,"La Liga","MC",105,"Centrocampista"
"Andrés Ponce",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Andrés Prieto",0,0,0,0,0,0,"La Liga","GK",4,"Portero"
"Andrés Solano",0,0,0,0,0,0,"La Liga","DL",1,"Defensor Lateral"
"Andrés Tello",1,15,0,12,8,0,"Serie A","Sub",35,"Suplente"
"Andy Carroll",25,203,8,70,16,1,"Premier League","Sub",124,"Suplente"
"Andy Delort",60,542,26,234,23,0,"Ligue 1","FW",175,"Delantero"
"Andy Diouf",0,0,0,0,1,0,"Ligue 1","Sub",1,"Suplente"
"Andy King",8,61,1,26,9,0,"Premier League","MC",94,"Centrocampista"
"Andy Pelmard",0,4,0,2,2,0,"Ligue 1","DC",33,"Defensor Central"
"Anele Ngcongca",0,4,0,5,2,0,"Ligue 1","DC",20,"Defensor Central"
"Angel Gomes",0,2,0,2,0,0,"Premier League","Sub",5,"Suplente"
"Angel Rangel",1,26,0,33,8,1,"Premier League","DR",72,"Defensor Lateral"
"Angelino",5,45,6,82,5,0,"Bundesliga","DML",45,"Centrocampista Defensivo"
"Angelo Fulgini",15,163,10,159,10,1,"Ligue 1","MC",113,"Centrocampista"
"Angelo Ndrecka",0,1,0,1,0,0,"Serie A","ML",1,"Centrocampista"
"Angelo Ogbonna",7,69,1,28,25,0,"Premier League","DC",188,"Defensor Central"
"Angelo Palombo",1,16,3,39,8,0,"Serie A","MC",47,"Centrocampista"
"Angus Gunn",0,0,0,0,0,0,"Premier League","GK",22,"Portero"
"Aniello Salzano",0,3,0,4,0,0,"Serie A","MC",7,"Centrocampista"
"Ansgar Knauff",1,2,1,4,0,0,"Bundesliga","Sub",4,"Suplente"
"Ansou Sow",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Anssumane Fati",11,47,1,27,3,1,"La Liga","Sub",31,"Suplente"
"Ante Budimir",30,142,2,44,23,0,"La Liga","FW",98,"Delantero"
"Ante Coric",0,1,0,0,0,0,"Serie A","Sub",2,"Suplente"
"Ante Palaversa",0,0,0,2,0,0,"La Liga","Sub",2,"Suplente"
"Ante Rebic",40,255,15,166,34,3,"Bundesliga","FW",145,"Delantero"
"Anthony Belmonte",0,2,1,1,0,0,"Ligue 1","Sub",8,"Suplente"
"Anthony Briancon",3,44,2,15,13,3,"Ligue 1","DC",71,"Defensor Central"
"Anthony Caci",1,18,8,44,1,0,"Ligue 1","DL",70,"Defensor Lateral"
"Anthony Elanga",1,2,0,1,0,0,"Premier League","AML",2,"Centrocampista Ofensivo"
"Anthony Goncalves",5,35,3,44,8,0,"Ligue 1","MC",47,"Centrocampista"
"Anthony Gordon",0,6,1,7,0,0,"Premier League","Sub",14,"Suplente"
"Anthony Jung",1,6,1,10,1,0,"Bundesliga","Sub",16,"Suplente"
"Anthony Knockaert",5,81,7,69,8,2,"Premier League","MR",72,"Centrocampista"
"Anthony Koura",1,14,0,2,1,0,"Ligue 1","Sub",15,"Suplente"
"Anthony Limbombe",2,44,1,32,2,0,"Ligue 1","Sub",33,"Suplente"
"Anthony Lopes",0,0,2,5,7,0,"Ligue 1","GK",243,"Portero"
"Anthony Lozano",4,75,1,19,9,1,"La Liga","Sub",63,"Suplente"
"Anthony Maisonnial",0,0,0,0,0,0,"Ligue 1","Sub",2,"Suplente"
"Anthony Martial",64,361,30,194,9,1,"Premier League","FW",205,"Delantero"
"Anthony Mfa Mezui",0,0,0,0,1,0,"Ligue 1","GK",16,"Portero"
"Anthony Modeste",51,320,7,55,12,0,"Bundesliga","FW",136,"Delantero"
"Anthony Mounier",13,84,8,97,7,0,"Serie A","FWR",80,"Delantero"
"Anthony Racioppi",0,0,0,1,0,0,"Ligue 1","GK",21,"Portero"
"Anthony Ribelin",0,1,0,1,0,0,"Ligue 1","Sub",8,"Suplente"
"Anthony Réveillere",0,4,1,10,0,0,"Premier League","DL",16,"Defensor Lateral"
"Anthony Ujah",28,181,7,86,6,0,"Bundesliga","FW",121,"Delantero"
"Anthony Vanden Borre",0,0,0,6,2,0,"Ligue 1","DR",10,"Defensor Lateral"
"Anthony Walongwa",0,1,0,0,1,0,"Ligue 1","DC",6,"Defensor Central"
"Anthony Weber",1,3,1,3,7,0,"Ligue 1","DC",32,"Defensor Central"
"Anto Grgic",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Antoine Bernede",0,1,0,1,0,0,"Ligue 1","MC",2,"Centrocampista"
"Antoine Conte",0,21,0,8,10,1,"Ligue 1","DC",40,"Defensor Central"
"Antoine Devaux",2,46,1,36,10,3,"Ligue 1","MC",61,"Centrocampista"
"Antoine Griezmann",116,569,42,324,32,1,"La Liga","FW",251,"Delantero"
"Antoine Rabillard",1,3,0,0,1,0,"Ligue 1","Sub",5,"Suplente"
"Antoine Valerio",0,0,0,2,0,0,"Ligue 1","Sub",6,"Suplente"
"Antolin Alcaraz",1,4,0,2,3,1,"Premier League","DC",14,"Defensor Central"
"Antonee Robinson",0,10,0,29,4,1,"Premier League","DL",28,"Defensor Lateral"
"Antonin Barak",16,125,8,76,11,1,"Serie A","MC",100,"Centrocampista"
"Antonin Bobichon",9,80,4,52,2,0,"Ligue 1","MC",66,"Centrocampista"
"Antonino Barillà",4,36,4,35,16,0,"Serie A","MC",57,"Centrocampista"
"Antonino Ragusa",4,49,3,24,12,0,"Serie A","Sub",56,"Suplente"
"Antonio Adán",0,0,2,6,15,0,"La Liga","GK",105,"Portero"
"Antonio Amaya",2,8,0,1,10,1,"La Liga","DC",36,"Defensor Central"
"Antonio Balzano",0,10,2,21,6,0,"Serie A","DR",25,"Defensor Lateral"
"Antonio Barragán",1,27,12,75,40,1,"La Liga","DR",166,"Defensor Lateral"
"Antonio Barreca",0,29,4,27,2,1,"Serie A","DL",66,"Defensor Lateral"
"Antonio Blanco",0,2,0,2,0,0,"La Liga","Sub",4,"Suplente"
"Antonio Candreva",37,487,45,377,22,0,"Serie A","AMR",223,"Centrocampista Ofensivo"
"Antonio Caracciolo",2,16,0,4,6,0,"Serie A","DC",33,"Defensor Central"
"Antonio Cassano",7,41,7,77,2,0,"Serie A","FW",43,"Delantero"
"Antonio Cioffi",0,0,0,1,0,0,"Serie A","Sub",1,"Suplente"
"Antonio Di Gaudio",3,47,4,19,2,0,"Serie A","Sub",41,"Suplente"
"Antonio Di Natale",16,109,11,82,4,0,"Serie A","FW",56,"Delantero"
"Antonio Floro Flores",6,130,4,39,6,0,"Serie A","Sub",69,"Suplente"
"Antonio La Gumina",2,43,2,10,1,0,"Serie A","Sub",40,"Suplente"
"Antonio Luna",1,13,10,52,14,0,"La Liga","DL",80,"Defensor Lateral"
"Antonio Mance",0,0,0,0,1,0,"Ligue 1","Sub",5,"Suplente"
"Antonio Marín",0,1,0,1,0,0,"La Liga","Sub",2,"Suplente"
"Antonio Mazzotta",0,4,0,4,1,0,"Serie A","DML",12,"Centrocampista Defensivo"
"Antonio Mirante",0,1,0,5,13,1,"Serie A","GK",149,"Portero"
"Antonio Moya",0,0,0,0,0,0,"La Liga","Sub",3,"Suplente"
"Antonio Nocerino",3,29,1,23,2,0,"Serie A","MC",27,"Centrocampista"
"Antonio Palumbo",0,1,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Antonio Puertas",10,70,8,36,13,0,"La Liga","AMR",71,"Centrocampista Ofensivo"
"Antonio Raimondo",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Antonio Rosati",0,0,0,0,0,0,"Serie A","GK",1,"Portero"
"Antonio Rukavina",0,9,0,22,16,0,"La Liga","DR",60,"Defensor Lateral"
"Antonio Rüdiger",8,115,4,40,27,1,"Premier League","DC",174,"Defensor Central"
"Antonio Sanabria",42,246,5,56,16,0,"La Liga","FW",154,"Delantero"
"Antonio Santurro",0,0,0,0,1,0,"Serie A","GK",1,"Portero"
"Antonio Sivera",0,0,0,1,1,0,"La Liga","GK",8,"Portero"
"Antonio Valencia",4,39,9,94,19,0,"Premier League","DR",111,"Defensor Lateral"
"Antonio-Mirko Colak",4,32,1,7,0,1,"Bundesliga","FW",22,"Delantero"
"Antonis Aidonis",0,0,0,0,1,0,"Bundesliga","Sub",2,"Suplente"
"Antony Evans",0,2,0,4,0,0,"Bundesliga","Sub",6,"Suplente"
"Antony Ranieri",0,0,0,0,1,0,"Ligue 1","Sub",2,"Suplente"
"Antony Robic",0,24,0,14,3,0,"Ligue 1","Sub",24,"Suplente"
"Antoñin",1,3,0,2,2,0,"La Liga","Sub",8,"Suplente"
"Antoñito",2,9,1,32,6,0,"La Liga","DR",45,"Defensor Lateral"
"Antwoine Hackford",0,1,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Anuar Mohamed",1,11,0,2,7,0,"La Liga","Sub",30,"Suplente"
"Anwar El Ghazi",19,196,8,86,9,0,"Premier League","Sub",101,"Suplente"
"Aníbal Chalá",0,0,0,3,0,0,"Ligue 1","DL",13,"Defensor Lateral"
"Aras Özbiliz",0,1,1,2,1,0,"La Liga","Sub",3,"Suplente"
"Arbër Zeneli",6,46,6,36,1,0,"Ligue 1","Sub",44,"Suplente"
"Archimede Morleo",0,4,0,3,0,0,"Serie A","DL",6,"Defensor Lateral"
"Arda Turan",7,52,10,71,13,0,"La Liga","MR",68,"Centrocampista"
"Ardian Ismajli",1,6,1,2,1,1,"Serie A","DC",17,"Defensor Central"
"Arianit Ferati",0,1,1,4,0,0,"Bundesliga","Sub",3,"Suplente"
"Aridai Cabrera",0,1,0,0,0,0,"La Liga","Sub",2,"Suplente"
"Aridane Hernández",3,14,0,8,11,1,"La Liga","DC",53,"Defensor Central"
"Aristote Madiani",1,6,1,5,1,0,"Ligue 1","Sub",16,"Suplente"
"Aristote Ndongala",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Aristóteles Romero",0,1,0,1,2,0,"Serie A","Sub",6,"Suplente"
"Aritz Arambarri",0,0,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Aritz Elustondo",7,58,3,35,26,1,"La Liga","DC",135,"Defensor Central"
"Arjen Robben",43,296,22,175,1,1,"Bundesliga","AMR",95,"Centrocampista Ofensivo"
"Arkadiusz Milik",47,270,4,79,14,0,"Serie A","FW",108,"Delantero"
"Arkadiusz Reca",2,49,5,55,9,0,"Serie A","DML",58,"Centrocampista Defensivo"
"Arlind Ajeti",2,20,1,8,12,1,"Serie A","DC",41,"Defensor Central"
"Armand Lauriente",3,58,5,38,4,0,"Ligue 1","Sub",30,"Suplente"
"Armand Traore",0,7,0,6,2,0,"Premier League","Sub",16,"Suplente"
"Armando Broja",0,0,0,0,0,0,"Premier League","Sub",1,"Suplente"
"Armando Izzo",9,78,4,61,29,5,"Serie A","DC",191,"Defensor Central"
"Armando Sadiku",0,5,0,1,1,0,"La Liga","FW",6,"Delantero"
"Arnaud Kalimuendo Muinga",7,34,3,16,0,0,"Ligue 1","Sub",29,"Suplente"
"Arnaud Lusamba",1,8,2,21,1,0,"Ligue 1","Sub",25,"Suplente"
"Arnaud Nordin",10,108,5,48,6,0,"Ligue 1","Sub",90,"Suplente"
"Arnaud Souquet",4,44,8,47,18,0,"Ligue 1","DR",102,"Defensor Lateral"
"Arnaut Danjuma Groeneveld",0,13,0,5,0,0,"Premier League","Sub",14,"Suplente"
"Arne Maier",0,50,1,47,3,0,"Bundesliga","MC",74,"Centrocampista"
"Arnel Jakupovic",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Arnold Bouka Moutou",2,11,0,18,5,1,"Ligue 1","Sub",42,"Suplente"
"Arnold Mvuemba",1,44,2,58,6,0,"Ligue 1","MC",58,"Centrocampista"
"Aron Gunnarsson",1,20,1,16,5,0,"Premier League","DMC",28,"Centrocampista Defensivo"
"Aron Jóhannsson",4,34,1,19,1,1,"Bundesliga","Sub",28,"Suplente"
"Arona Sané",0,1,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Arouna Koné",6,53,5,21,3,0,"Premier League","Sub",43,"Suplente"
"Artem Fedetskyy",0,4,0,4,4,0,"Bundesliga","DR",16,"Defensor Lateral"
"Artem Kravets",6,57,4,19,3,0,"La Liga","Sub",41,"Suplente"
"Arthur",4,17,4,43,6,0,"La Liga","MC",70,"Centrocampista"
"Arthur Boka",0,31,1,26,5,1,"La Liga","DL",37,"Defensor Lateral"
"Arthur Masuaku",0,28,8,56,14,1,"Premier League","DL",92,"Defensor Lateral"
"Arthur Zagre",0,0,0,0,0,0,"Ligue 1","Sub",4,"Suplente"
"Artjoms Rudnevs",6,69,7,33,5,0,"Bundesliga","Sub",51,"Suplente"
"Arton Zekaj",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Artur Boruc",0,0,0,2,6,0,"Premier League","GK",79,"Portero"
"Artur Ionita",14,168,10,111,31,1,"Serie A","MC",210,"Centrocampista"
"Artur Sobiech",9,42,1,26,3,0,"Bundesliga","FW",44,"Delantero"
"Arturo Calabresi",2,7,1,16,13,0,"Serie A","DR",42,"Defensor Lateral"
"Arturo Vidal",33,262,23,193,38,0,"Bundesliga","MC",196,"Centrocampista"
"Asdrúbal",0,0,0,1,0,0,"La Liga","Sub",3,"Suplente"
"Ashley Barnes",41,314,6,114,36,2,"Premier League","FW",177,"Delantero"
"Ashley Cole",0,5,0,4,2,0,"Serie A","DL",11,"Defensor Lateral"
"Ashley Fletcher",0,9,0,4,2,0,"Premier League","Sub",16,"Suplente"
"Ashley Westwood",9,120,20,237,36,0,"Premier League","MC",194,"Centrocampista"
"Ashley Williams",4,51,4,30,24,2,"Premier League","DC",133,"Defensor Central"
"Ashley Young",12,104,22,190,37,1,"Premier League","DL",172,"Defensor Lateral"
"Ashton Götz",0,1,0,5,2,0,"Bundesliga","DR",11,"Defensor Lateral"
"Asier Illarramendi",10,97,9,114,50,1,"La Liga","MC",165,"Centrocampista"
"Asier Riesgo",0,0,0,0,1,2,"La Liga","GK",65,"Portero"
"Asier Villalibre",7,56,3,16,1,0,"La Liga","Sub",60,"Suplente"
"Asmir Begovic",0,1,0,2,5,0,"Premier League","GK",118,"Portero"
"Assane Demoya Gnoukouri",0,3,0,2,1,0,"Serie A","Sub",11,"Suplente"
"Assane Diousse",1,35,0,30,25,1,"Serie A","MC",99,"Centrocampista"
"Assani Lukimya",2,19,2,11,4,0,"Bundesliga","DC",34,"Defensor Central"
"Assil Jaziri",0,4,0,1,0,0,"Ligue 1","Sub",3,"Suplente"
"Atakan Karazor",0,3,0,2,3,0,"Bundesliga","Sub",19,"Suplente"
"Atila Turan",2,14,0,3,3,0,"Ligue 1","DL",11,"Defensor Lateral"
"Atsuto Uchida",0,4,3,15,2,0,"Bundesliga","DR",19,"Defensor Lateral"
"Augusto Fernández",2,50,1,15,24,0,"La Liga","MC",78,"Centrocampista"
"Augusto Solari",2,5,2,10,2,0,"La Liga","Sub",16,"Suplente"
"Augustus Kargbo",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Aurelien Scheidler",1,8,0,5,1,0,"Ligue 1","Sub",10,"Suplente"
"Aurelien Tchouameni",2,75,5,28,16,1,"Ligue 1","MC",64,"Centrocampista"
"Aurtenetxe",0,2,0,1,0,0,"La Liga","DL",4,"Defensor Lateral"
"Aurélien Chedjou",0,8,0,3,2,1,"Ligue 1","DC",22,"Defensor Central"
"Axel Disasi",4,33,0,11,6,2,"Ligue 1","DC",60,"Defensor Central"
